Property,m0,m1,m2,Result
Property_1,-4,28,-40,0.495899804928
Property_1,-4,28,-38,0.485798794827
Property_1,-4,28,-36,0.485798794827
Property_1,-4,28,-34,0.485798794827
Property_1,-4,28,-32,0
Property_1,-4,28,-30,0
Property_1,-4,32,-70,0.505153759034
Property_1,-4,32,-68,0.505153759034
Property_1,-4,32,-66,0.505153759034
Property_1,-4,32,-64,0.505153759034
Property_1,-4,32,-62,0.496050117578
Property_1,-4,32,-60,0.496050117578
Property_1,-4,32,-58,0.496050117578
Property_1,-4,32,-56,0.496050117578
Property_1,-4,32,-54,0.496050117578
Property_1,-4,32,-52,0.496050117578
Property_1,-4,32,-50,0.496050117578
Property_1,-4,32,-48,0.496050117578
Property_1,-4,32,-46,0.496050117578
Property_1,-4,32,-44,0.496050117578
Property_1,-4,32,-42,0.496050117578
Property_1,-4,32,-40,0.496050117578
Property_1,-4,32,-38,0.485798794827
Property_1,-4,32,-36,0.485798794827
Property_1,-4,32,-34,0.485798794827
Property_1,-4,32,-32,0
Property_1,-4,32,-30,0
Property_1,-4,36,-70,0.505153759034
Property_1,-4,36,-68,0.505153759034
Property_1,-4,36,-66,0.505153759034
Property_1,-4,36,-64,0.505153759034
Property_1,-4,36,-62,0.496050117578
Property_1,-4,36,-60,0.496050117578
Property_1,-4,36,-58,0.496050117578
Property_1,-4,36,-56,0.496050117578
Property_1,-4,36,-54,0.496050117578
Property_1,-4,36,-52,0.496050117578
Property_1,-4,36,-50,0.496050117578
Property_1,-4,36,-48,0.496050117578
Property_1,-4,36,-46,0.496050117578
Property_1,-4,36,-44,0.496050117578
Property_1,-4,36,-42,0.496050117578
Property_1,-4,36,-40,0.496050117578
Property_1,-4,36,-38,0.485798794827
Property_1,-4,36,-36,0.485798794827
Property_1,-4,36,-34,0.485798794827
Property_1,-4,36,-32,0
Property_1,-4,36,-30,0
Property_1,-2,12,-70,0
Property_1,-2,12,-68,0
Property_1,-2,12,-66,0
Property_1,-2,12,-64,0
Property_1,-2,12,-62,0
Property_1,-2,12,-60,0
Property_1,-2,12,-58,0
Property_1,-2,12,-56,0
Property_1,-2,12,-54,0
Property_1,-2,12,-52,0
Property_1,-2,12,-50,0
Property_1,-2,12,-48,0
Property_1,-2,12,-46,0
Property_1,-2,12,-44,0
Property_1,-2,12,-42,0
Property_1,-2,12,-40,0
Property_1,-2,12,-38,0
Property_1,-2,12,-36,0
Property_1,-2,12,-34,0
Property_1,-2,12,-32,0
Property_1,-2,12,-30,0
Property_1,-2,16,-70,0
Property_1,-2,16,-68,0
Property_1,-2,16,-66,0
Property_1,-2,16,-64,0
Property_1,-2,16,-62,0
Property_1,-2,16,-60,0
Property_1,-2,16,-58,0
Property_1,-2,16,-56,0
Property_1,-2,16,-54,0
Property_1,-2,16,-52,0
Property_1,-2,16,-50,0
Property_1,-2,16,-48,0
Property_1,-2,16,-46,0
Property_1,-2,16,-44,0
Property_1,-2,16,-42,0
Property_1,-2,16,-40,0
Property_1,-2,16,-38,0
Property_1,-2,16,-36,0
Property_1,-2,16,-34,0
Property_1,-2,16,-32,0
Property_1,-2,16,-30,0
Property_1,-2,20,-70,0.00937950937951
Property_1,-2,20,-68,0.00937950937951
Property_1,-2,20,-66,0.00937950937951
Property_1,-2,20,-64,0.00937950937951
Property_1,-2,20,-62,0.00937950937951
Property_1,-2,20,-60,0.00937950937951
Property_1,-2,20,-58,0.00937950937951
Property_1,-2,20,-56,0.00937950937951
Property_1,-2,20,-54,0.00937950937951
Property_1,-2,20,-52,0.00937950937951
Property_1,-2,20,-50,0.00937950937951
Property_1,-2,20,-48,0.00937950937951
Property_1,-2,20,-46,0.00937950937951
Property_1,-2,20,-44,0.00937950937951
Property_1,-2,20,-42,0.00937950937951
Property_1,-2,20,-40,0.00937950937951
Property_1,-2,20,-38,0.00937950937951
Property_1,-2,20,-36,0.00937950937951
Property_1,-2,20,-34,0.00937950937951
Property_1,-2,20,-32,0
Property_1,-2,20,-30,0
Property_1,-2,24,-70,0.405898208224
Property_1,-2,24,-68,0.405898208224
Property_1,-2,24,-66,0.405898208224
Property_1,-2,24,-64,0.405898208224
Property_1,-2,24,-62,0.405622340301
Property_1,-2,24,-60,0.405622340301
Property_1,-2,24,-58,0.405622340301
Property_1,-2,24,-56,0.405622340301
Property_1,-2,24,-54,0.405622340301
Property_1,-2,24,-52,0.405622340301
Property_1,-2,24,-50,0.405622340301
Property_1,-2,24,-48,0.405622340301
Property_1,-2,24,-46,0.405622340301
Property_1,-2,24,-44,0.405622340301
Property_1,-2,24,-42,0.405622340301
Property_1,-2,24,-40,0.405622340301
Property_1,-2,24,-38,0.405622340301
Property_1,-2,24,-36,0.405343113676
Property_1,-2,24,-34,0.405343113676
Property_1,-2,24,-32,0
Property_1,-2,24,-30,0
Property_1,-2,28,-70,0.494902436283
Property_1,-2,28,-68,0.494902436283
Property_1,-2,28,-66,0.494902436283
Property_1,-2,28,-64,0.494902436283
Property_1,-2,28,-62,0.485798794827
Property_1,-2,28,-60,0.485798794827
Property_1,-2,28,-58,0.485798794827
Property_1,-2,28,-56,0.485798794827
Property_1,-2,28,-54,0.485798794827
Property_1,-2,28,-52,0.485798794827
Property_1,-2,28,-50,0.485798794827
Property_1,-2,28,-48,0.485798794827
Property_1,-2,28,-46,0.485798794827
Property_1,-2,28,-44,0.485798794827
Property_1,-2,28,-42,0.485798794827
Property_1,-2,28,-40,0.485798794827
Property_1,-2,28,-38,0.485798794827
Property_1,-2,28,-36,0.485798794827
Property_1,-2,28,-34,0.485798794827
Property_1,-2,28,-32,0
Property_1,-2,28,-30,0
Property_1,-2,32,-70,0.494902436283
Property_1,-2,32,-68,0.494902436283
Property_1,-2,32,-66,0.494902436283
Property_1,-2,32,-64,0.494902436283
Property_1,-2,32,-62,0.485798794827
Property_1,-2,32,-60,0.485798794827
Property_1,-2,32,-58,0.485798794827
Property_1,-2,32,-56,0.485798794827
Property_1,-2,32,-54,0.485798794827
Property_1,-2,32,-52,0.485798794827
Property_1,-2,32,-50,0.485798794827
Property_1,-2,32,-48,0.485798794827
Property_1,-2,32,-46,0.485798794827
Property_1,-2,32,-44,0.485798794827
Property_1,-2,32,-42,0.485798794827
Property_1,-2,32,-40,0.485798794827
Property_1,-2,32,-38,0.485798794827
Property_1,-2,32,-36,0.485798794827
Property_1,-2,32,-34,0.485798794827
Property_1,-2,32,-32,0
Property_1,-2,32,-30,0
Property_1,-2,36,-70,0.494902436283
Property_1,-2,36,-68,0.494902436283
Property_1,-2,36,-66,0.494902436283
Property_1,-2,36,-64,0.494902436283
Property_1,-2,36,-62,0.485798794827
Property_1,-2,36,-60,0.485798794827
Property_1,-2,36,-58,0.485798794827
Property_1,-2,36,-56,0.485798794827
Property_1,-2,36,-54,0.485798794827
Property_1,-2,36,-52,0.485798794827
Property_1,-2,36,-50,0.485798794827
Property_1,-2,36,-48,0.485798794827
Property_1,-2,36,-46,0.485798794827
Property_1,-2,36,-44,0.485798794827
Property_1,-2,36,-42,0.485798794827
Property_1,-2,36,-40,0.485798794827
Property_1,-2,36,-38,0.485798794827
Property_1,-2,36,-36,0.485798794827
Property_1,-2,36,-34,0.485798794827
Property_1,-2,36,-32,0
Property_1,-2,36,-30,0
Property_1,0,12,-70,0
Property_1,0,12,-68,0
Property_1,0,12,-66,0
Property_1,0,12,-64,0
Property_1,0,12,-62,0
Property_1,0,12,-60,0
Property_1,0,12,-58,0
Property_1,0,12,-56,0
Property_1,0,12,-54,0
Property_1,0,12,-52,0
Property_1,0,12,-50,0
Property_1,0,12,-48,0
Property_1,0,12,-46,0
Property_1,0,12,-44,0
Property_1,0,12,-42,0
Property_1,0,12,-40,0
Property_1,0,12,-38,0
Property_1,0,12,-36,0
Property_1,0,12,-34,0
Property_1,0,12,-32,0
Property_1,0,12,-30,0
Property_1,0,16,-70,0
Property_1,0,16,-68,0
Property_1,0,16,-66,0
Property_1,0,16,-64,0
Property_1,0,16,-62,0
Property_1,0,16,-60,0
Property_1,0,16,-58,0
Property_1,0,16,-56,0
Property_1,0,16,-54,0
Property_1,0,16,-52,0
